run_id,model,outcome,sample_id,f_name,f_space,z_kind,axis_names,delta_shape,metric_value,delta_abs_max,delta_mean,delta_std,valid_ratio,outcome_bin,delta_numel,delta_ndim,baseline,annotation_key,annotation_found,annotation_is_problem,problem_description,prompt_text,primary_bucket,secondary_buckets,source_split,annotation_role,annotation_updated,failure_factor,annotation_trace_consistent
20260528_182842_mogents_success_071_sample_trace,MoGenTS,success,hml_orig100_train_072__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 48, 6, 256]",1.1881478195956363,58.5859260559082,-3.126250743865967,12.988190650939941,1.0,0,73728,4,mogents,hml_orig100_train_072__full::mogents,True,False,,"a person is turning something with its left hand, while holding something with its right hand",multi_action_composition,,train,human_diagnostic_problem_description,2026-05-26T23:53:35,,True
20260528_182842_mogents_success_073_sample_trace,MoGenTS,success,hml_orig100_train_074__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 49, 6, 256]",1.3081449934124754,62.758460998535156,-1.6661717891693115,14.517265319824219,1.0,0,75264,4,mogents,hml_orig100_train_074__full::mogents,True,False,,"a man stands facing forward, stretch both hands forward, he turned right walked a little turned left walked a little turned left walked.",dance_exercise,,train,human_diagnostic_problem_description,2026-05-26T23:55:16,,True
20260528_182842_mogents_success_075_sample_trace,MoGenTS,success,hml_orig100_train_076__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 47, 6, 256]",1.9478762001487322,59.919471740722656,-4.027307510375977,15.373587608337402,1.0,0,72192,4,mogents,hml_orig100_train_076__full::mogents,True,False,,"a man bends foward ,stretches his right hand towards the ground and then followed by the left hand trying to search something.",dance_exercise,,train,human_diagnostic_problem_description,2026-05-26T23:59:14,,True
20260528_182842_mogents_success_076_sample_trace,MoGenTS,success,hml_orig100_train_077__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 30, 6, 256]",1.1720690017761992,71.00675201416016,-2.4266271591186523,16.285715103149414,1.0,0,46080,4,mogents,hml_orig100_train_077__full::mogents,True,False,,figure appears to be stretching,dance_exercise,,train,human_diagnostic_problem_description,2026-05-26T23:59:20,,True
20260528_182842_mogents_success_079_sample_trace,MoGenTS,success,hml_orig100_train_080__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 13, 6, 256]",0.8763095924711677,69.58659362792969,5.595555305480957,16.68815803527832,1.0,0,19968,4,mogents,hml_orig100_train_080__full::mogents,True,False,,stretching out arms while shaking out left arm,dance_exercise,,train,human_diagnostic_problem_description,2026-05-27T00:00:45,,True
20260528_182842_mogents_success_080_sample_trace,MoGenTS,success,hml_orig100_test_001__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 49, 6, 256]",0.9069853629955318,50.31916809082031,-1.7259281873703003,9.983342170715332,1.0,0,75264,4,mogents,hml_orig100_test_001__full::mogents,True,False,,"a person walks forward, swaying their hips.",simple_locomotion,,test,human_diagnostic_problem_description,2026-05-27T00:00:57,,True
20260528_182842_mogents_success_083_sample_trace,MoGenTS,success,hml_orig100_test_004__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 27, 6, 256]",0.7858867398837325,45.533241271972656,-0.344311386346817,10.314156532287598,1.0,0,41472,4,mogents,hml_orig100_test_004__full::mogents,True,False,,a person slowly walks backward in a straight line.,direction_turn,,test,human_diagnostic_problem_description,2026-05-27T00:03:19,,True
20260528_182842_mogents_success_084_sample_trace,MoGenTS,success,hml_orig100_test_005__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 49, 6, 256]",1.1593042078073403,58.67023849487305,0.3548319339752197,12.945086479187012,1.0,0,75264,4,mogents,hml_orig100_test_005__full::mogents,True,False,,a person stands on one leg in yoga pose.,stop_go,,test,human_diagnostic_problem_description,2026-05-27T00:03:35,,True
20260528_182842_mogents_success_085_sample_trace,MoGenTS,success,hml_orig100_test_006__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 26, 6, 256]",0.8679936390271399,43.934871673583984,-2.120359182357788,11.053587913513184,1.0,0,39936,4,mogents,hml_orig100_test_006__full::mogents,True,False,,this person stands still then lifts his right foot.,stop_go,,test,human_diagnostic_problem_description,2026-05-27T00:04:18,,True
20260528_182842_mogents_success_086_sample_trace,MoGenTS,success,hml_orig100_test_007__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 29, 6, 256]",0.9186107834188229,85.88539123535156,-0.29602688550949097,13.818367958068848,1.0,0,44544,4,mogents,hml_orig100_test_007__full::mogents,True,False,,person standing bends forward slightly to left to pick something up with both hands and moves item slightly to the right,sit_squat_posture,,test,human_diagnostic_problem_description,2026-05-27T00:06:41,,True
20260528_182842_mogents_success_087_sample_trace,MoGenTS,success,hml_orig100_test_008__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 24, 6, 256]",0.9765743921246308,56.292686462402344,-0.08146904408931732,14.193365097045898,1.0,0,36864,4,mogents,hml_orig100_test_008__full::mogents,True,False,,a person bends slightly at the shoulders and mimics the movements of picking something up with both arms moving it from their right side to their left side.,sit_squat_posture,,test,human_diagnostic_problem_description,2026-05-27T00:07:24,,True
20260528_182842_mogents_success_088_sample_trace,MoGenTS,success,hml_orig100_test_009__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 9, 6, 256]",1.1768764278081216,108.91510772705078,14.823719024658203,26.167808532714844,1.0,0,13824,4,mogents,hml_orig100_test_009__full::mogents,True,False,,a person walked forward in right direction adn jumped,jump_kick,,test,human_diagnostic_problem_description,2026-05-27T00:08:36,,True
20260528_182842_mogents_success_089_sample_trace,MoGenTS,success,hml_orig100_test_010__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 19, 6, 256]",0.6448067173495373,56.17915725708008,1.0047245025634766,12.276734352111816,1.0,0,29184,4,mogents,hml_orig100_test_010__full::mogents,True,False,,a person jumps on the spot twice.,jump_kick,,test,human_diagnostic_problem_description,2026-05-27T00:09:02,,True
20260528_182842_mogents_success_090_sample_trace,MoGenTS,success,hml_orig100_test_011__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 22, 6, 256]",0.849355907742463,55.728355407714844,0.5787046551704407,14.545783996582031,1.0,0,33792,4,mogents,hml_orig100_test_011__full::mogents,True,False,,the person is moving around both arms.,upper_body_gesture,,test,human_diagnostic_problem_description,2026-05-27T00:09:10,,True
20260528_182842_mogents_success_091_sample_trace,MoGenTS,success,hml_orig100_test_012__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 40, 6, 256]",1.4639687924746503,54.47119140625,-5.923044681549072,13.447420120239258,1.0,0,61440,4,mogents,hml_orig100_test_012__full::mogents,True,False,,a person twists to the left and picks something up with their left hand.,upper_body_gesture,,test,human_diagnostic_problem_description,2026-05-27T00:10:34,,True
20260528_182842_mogents_success_093_sample_trace,MoGenTS,success,hml_orig100_test_014__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 25, 6, 256]",1.5364322516592364,89.37733459472656,-7.093560218811035,19.323152542114258,1.0,0,38400,4,mogents,hml_orig100_test_014__full::mogents,True,False,,the sim is jogging in place.,object_interaction,,test,human_diagnostic_problem_description,2026-05-27T00:13:09,,True
20260528_182842_mogents_success_094_sample_trace,MoGenTS,success,hml_orig100_test_015__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 37, 6, 256]",1.1418343787261869,49.75149917602539,-2.5613391399383545,11.488146781921387,1.0,0,56832,4,mogents,hml_orig100_test_015__full::mogents,True,False,,a person starts slowly walking forward and then jogs some before coming to a stop.,count_duration_speed,,test,human_diagnostic_problem_description,2026-05-27T00:13:52,,True
20260528_182842_mogents_success_095_sample_trace,MoGenTS,success,hml_orig100_test_016__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 49, 6, 256]",0.8898617608280793,48.96382141113281,-2.364140272140503,9.654922485351562,1.0,0,75264,4,mogents,hml_orig100_test_016__full::mogents,True,False,,"a person walks up to shake with their left hand, turns slightly left to shake again, and turns left again to shake for a final time.",count_duration_speed,,test,human_diagnostic_problem_description,2026-05-27T00:16:14,,True
20260528_182842_mogents_success_096_sample_trace,MoGenTS,success,hml_orig100_test_017__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 47, 6, 256]",2.6637313773135465,88.37501525878906,-9.832754135131836,19.381282806396484,1.0,0,72192,4,mogents,hml_orig100_test_017__full::mogents,True,False,,a person sits in a  chair then stands back up.,multi_action_composition,,test,human_diagnostic_problem_description,2026-05-27T00:16:24,,True
20260528_182842_mogents_success_097_sample_trace,MoGenTS,success,hml_orig100_test_018__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 49, 6, 256]",1.1393837661771302,65.97445678710938,-1.3063374757766724,12.660209655761719,1.0,0,75264,4,mogents,hml_orig100_test_018__full::mogents,True,False,,a man lifts each knee to his elbow multiple times and then does a squat.,multi_action_composition,,test,human_diagnostic_problem_description,2026-05-27T00:16:56,,True
20260528_182842_mogents_success_098_sample_trace,MoGenTS,success,hml_orig100_test_019__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 20, 6, 256]",0.8542965951123059,61.34758758544922,-4.312684535980225,15.735306739807129,1.0,0,30720,4,mogents,hml_orig100_test_019__full::mogents,True,False,,"a man steps forward, lifts his arms then bends and stretches them.",dance_exercise,,test,human_diagnostic_problem_description,2026-05-27T00:19:24,,True
20260528_182842_molingo_failure_005_sample_trace,MoLingo,failure,hml_orig100_train_006__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.2045990106643205,4.984358787536621,-8.188301762857009e-06,1.2313693761825562,1.0,1,50176,3,molingo,hml_orig100_train_006__full::molingo,True,True,左手拿,"a person picks up a cloth/sponge with their right hand, then walks over to an object, lifts it with their left hand and washes/wipes it with the cloth.",simple_locomotion,,train,human_diagnostic_problem_description,2026-05-28T18:24:11,,True
20260528_182842_molingo_failure_046_sample_trace,MoLingo,failure,hml_orig100_train_047__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.1964203724625533,4.309737682342529,-3.7961846828693524e-05,1.2230088710784912,1.0,1,50176,3,molingo,hml_orig100_train_047__full::molingo,True,True,没有两次limp,"a person bends slightly to grab something with his right hand then limps one step to his left, pauses, and limps another step to the left.",upper_body_gesture,,train,human_diagnostic_problem_description,2026-05-26T23:13:57,,True
20260528_182842_molingo_failure_049_sample_trace,MoLingo,failure,hml_orig100_train_050__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.1812445379101588,4.328571319580078,3.334465509396978e-05,0.48870640993118286,0.16326530612244897,1,50176,3,molingo,hml_orig100_train_050__full::molingo,True,True,用右手摘,a man turns to the left and reaches up to grab something with his left hands.,object_interaction,,train,human_diagnostic_problem_description,2026-05-26T23:24:49,,True
20260528_182842_molingo_failure_063_sample_trace,MoLingo,failure,hml_orig100_train_064__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.2614134999203848,6.170463562011719,0.00013492541620507836,1.2894463539123535,1.0,1,50176,3,molingo,hml_orig100_train_064__full::molingo,True,True,人物抖动、漂移严重,a man does several cart wheels in a small area.,count_duration_speed,,train,human_diagnostic_problem_description,2026-05-26T23:41:54,,True
20260528_182842_molingo_failure_065_sample_trace,MoLingo,failure,hml_orig100_train_066__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.2472680761191166,5.7799153327941895,0.00025065880618058145,1.0473562479019165,0.673469387755102,1,50176,3,molingo,hml_orig100_train_066__full::molingo,True,True,第二次跳跃后脚步滑动,this person jump and spin and then balance themselves.,multi_action_composition,,train,human_diagnostic_problem_description,2026-05-26T23:43:25,,True
20260528_182842_molingo_failure_073_sample_trace,MoLingo,failure,hml_orig100_train_074__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.2785790110773378,4.91348123550415,-0.0003210493305232376,1.3069933652877808,1.0,1,50176,3,molingo,hml_orig100_train_074__full::molingo,True,True,"a man stands facing forward, stretch both hands forward, he turned right walked a little turned left walked a little turned right walked.","a man stands facing forward, stretch both hands forward, he turned right walked a little turned left walked a little turned left walked.",dance_exercise,,train,human_diagnostic_problem_description,2026-05-26T23:55:16,,True
20260528_182842_molingo_failure_074_sample_trace,MoLingo,failure,hml_orig100_train_075__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.236816789681831,5.379532814025879,0.0001306132908212021,1.2643030881881714,1.0,1,50176,3,molingo,hml_orig100_train_075__full::molingo,True,True,man has two hands on the ground facing downward with the left leg in front and the right leg stretched behind; kicks right leg behind as well and went intp a downward facing dog position.,man has two hands on the ground facing downward with the right leg in front and the left leg stretched behind; kicks right leg behind as well and went intp a downward facing dog position.,dance_exercise,,train,human_diagnostic_problem_description,2026-05-26T23:57:09,,True
20260528_182842_molingo_failure_075_sample_trace,MoLingo,failure,hml_orig100_train_076__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.154447080007164,4.670500755310059,0.00022995981271378696,1.156705379486084,0.9591836734693877,1,50176,3,molingo,hml_orig100_train_076__full::molingo,True,True,"a man bends foward ,stretches his left hand towards the ground and then followed by the right hand trying to search something.","a man bends foward ,stretches his right hand towards the ground and then followed by the left hand trying to search something.",dance_exercise,,train,human_diagnostic_problem_description,2026-05-26T23:59:14,,True
20260528_182842_molingo_failure_082_sample_trace,MoLingo,failure,hml_orig100_test_003__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.2136298615172507,4.3368096351623535,0.00010732088412623852,0.869587779045105,0.4897959183673469,1,50176,3,molingo,hml_orig100_test_003__full::molingo,True,True,两只脚轮流单脚跳,a person stands normally then begins hops on their right foot while their left foot is elevated then stops and stands normally.,direction_turn,,test,human_diagnostic_problem_description,2026-05-27T00:03:14,,True
20260528_182842_molingo_failure_085_sample_trace,MoLingo,failure,hml_orig100_test_006__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.115093805089902,4.593470573425293,0.0001577287184773013,0.8316141366958618,0.5306122448979592,1,50176,3,molingo,hml_orig100_test_006__full::molingo,True,True,this person stands still then lifts his left foot.,this person stands still then lifts his right foot.,stop_go,,test,human_diagnostic_problem_description,2026-05-27T00:04:18,,True
20260528_182842_molingo_failure_099_sample_trace,MoLingo,failure,hml_orig100_test_020__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.2477076648399703,4.328037261962891,0.0003839099081233144,1.2754358053207397,1.0,1,50176,3,molingo,hml_orig100_test_020__full::molingo,True,True,没有holding the posture for several seconds保持姿势不动数秒,"a man slowly raises both arms high over his head in a stretch, holding the posture for several seconds, with his right arm stretched out to his side.",dance_exercise,,test,human_diagnostic_problem_description,2026-05-27T00:21:34,,True
20260528_182842_molingo_success_000_sample_trace,MoLingo,success,hml_orig100_train_001__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.125437015236795,4.2056565284729,-9.580458026903216e-07,0.7542943954467773,0.42857142857142855,0,50176,3,molingo,hml_orig100_train_001__full::molingo,True,False,,a person slides from side to side 2 times then takes off running while looking forward the whole time,simple_locomotion,,train,human_diagnostic_problem_description,2026-05-28T18:24:04,,True
20260528_182842_molingo_success_003_sample_trace,MoLingo,success,hml_orig100_train_004__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",0.9371429485317361,3.789607286453247,1.6202997358050197e-05,0.7122525572776794,0.5510204081632653,0,50176,3,molingo,hml_orig100_train_004__full::molingo,True,False,,a person walks and turns right.,simple_locomotion,,train,human_diagnostic_problem_description,2026-05-28T18:24:09,,True
20260528_182842_molingo_success_004_sample_trace,MoLingo,success,hml_orig100_train_005__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",0.8567250391537607,2.7636241912841797,3.636567635112442e-05,0.56034916639328,0.40816326530612246,0,50176,3,molingo,hml_orig100_train_005__full::molingo,True,False,,the person is stepping forward.,simple_locomotion,,train,human_diagnostic_problem_description,2026-05-28T18:24:10,,True
20260528_182842_molingo_success_006_sample_trace,MoLingo,success,hml_orig100_train_007__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.0057382418747505,3.810396671295166,-7.030781853245571e-05,0.7500590085983276,0.5306122448979592,0,50176,3,molingo,hml_orig100_train_007__full::molingo,True,False,,a person takes a few steps curving to the left.,simple_locomotion,,train,human_diagnostic_problem_description,2026-05-28T18:24:13,,True
20260528_182842_molingo_success_007_sample_trace,MoLingo,success,hml_orig100_train_008__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.1283304742823352,3.521657705307007,-3.085196112806443e-06,1.1415750980377197,0.9795918367346939,0,50176,3,molingo,hml_orig100_train_008__full::molingo,True,False,,a man walks forward slowly in a jagged line.,simple_locomotion,,train,human_diagnostic_problem_description,2026-05-28T18:24:14,,True
20260528_182842_molingo_success_008_sample_trace,MoLingo,success,hml_orig100_train_009__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.0831097631567714,4.973866939544678,-1.704487658571452e-05,0.8530488014221191,0.5918367346938775,0,50176,3,molingo,hml_orig100_train_009__full::molingo,True,False,,"a person steps back, sits down, stands up and steps forward.",direction_turn,,train,human_diagnostic_problem_description,2026-05-28T18:24:16,,True
20260528_182842_molingo_success_009_sample_trace,MoLingo,success,hml_orig100_train_010__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.1045854596313471,3.6480908393859863,2.734665213210974e-05,0.625718355178833,0.30612244897959184,0,50176,3,molingo,hml_orig100_train_010__full::molingo,True,False,,a person walks at a left bend.,direction_turn,,train,human_diagnostic_problem_description,2026-05-28T18:24:17,,True
20260528_182842_molingo_success_010_sample_trace,MoLingo,success,hml_orig100_train_011__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.2008393997745574,4.697561264038086,3.239174111513421e-05,1.227526068687439,1.0,0,50176,3,molingo,hml_orig100_train_011__full::molingo,True,False,,someone with outstretched arms spins counterclockwise,direction_turn,,train,human_diagnostic_problem_description,2026-05-28T18:24:18,,True
20260528_182842_molingo_success_011_sample_trace,MoLingo,success,hml_orig100_train_012__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.123845434488536,4.923219203948975,7.621639724675333e-06,0.9857547283172607,0.7346938775510204,0,50176,3,molingo,hml_orig100_train_012__full::molingo,True,False,,a man throws object with his left hand.,direction_turn,,train,human_diagnostic_problem_description,2026-05-28T18:24:20,,True
20260528_182842_molingo_success_012_sample_trace,MoLingo,success,hml_orig100_train_013__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",0.8903117478101594,3.4038453102111816,-3.955965439672582e-05,0.66397625207901,0.5306122448979592,0,50176,3,molingo,hml_orig100_train_013__full::molingo,True,False,,the man walk and turn like a haf sercle and stops.,direction_turn,,train,human_diagnostic_problem_description,2026-05-28T18:24:21,,True
20260528_182842_molingo_success_013_sample_trace,MoLingo,success,hml_orig100_train_014__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.0710062789564103,3.5449585914611816,-1.108121796278283e-05,0.7005018591880798,0.40816326530612246,0,50176,3,molingo,hml_orig100_train_014__full::molingo,True,False,,a person walks and does a 180 degree turn.,direction_turn,,train,human_diagnostic_problem_description,2026-05-28T18:24:23,,True
20260528_182842_molingo_success_014_sample_trace,MoLingo,success,hml_orig100_train_015__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.2575176920103268,4.597988605499268,0.00010231707710772753,1.2854639291763306,1.0,0,50176,3,molingo,hml_orig100_train_015__full::molingo,True,False,,"a person standing in place holds a ball with both hands, then throws the ball with left hand and catches the ball with both hands, then throws the ball and catches the ball again.",direction_turn,,train,human_diagnostic_problem_description,2026-05-28T18:24:25,,True
20260528_182842_molingo_success_015_sample_trace,MoLingo,success,hml_orig100_train_016__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.054060401116442,3.705570697784424,-3.936190842068754e-05,0.911526620388031,0.7142857142857143,0,50176,3,molingo,hml_orig100_train_016__full::molingo,True,False,,a person walks to the right in a partial circle.,direction_turn,,train,human_diagnostic_problem_description,2026-05-28T18:24:26,,True
20260528_182842_molingo_success_016_sample_trace,MoLingo,success,hml_orig100_train_017__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.1631702910787254,4.356377601623535,0.00012286163109820336,1.189019799232483,1.0,0,50176,3,molingo,hml_orig100_train_017__full::molingo,True,False,,person standing begins moving arms with hands coming together then apart and then raising arms above head,stop_go,,train,human_diagnostic_problem_description,2026-05-28T18:24:27,,True
20260528_182842_molingo_success_017_sample_trace,MoLingo,success,hml_orig100_train_018__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.1896966921005512,4.665687084197998,0.00014843320241197944,0.8345155715942383,0.46938775510204084,0,50176,3,molingo,hml_orig100_train_018__full::molingo,True,False,,a standing person performs a cartwheel starting with their left hand,stop_go,,train,human_diagnostic_problem_description,2026-05-28T18:24:29,,True
20260528_182842_molingo_success_018_sample_trace,MoLingo,success,hml_orig100_train_019__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.2573639904031821,5.2200469970703125,-0.0001687553449301049,1.2853069305419922,1.0,0,50176,3,molingo,hml_orig100_train_019__full::molingo,True,False,,"a person quickly sprints in a figure-eight pattern, stopping briefly at each side to carefully turn.",stop_go,,train,human_diagnostic_problem_description,2026-05-28T18:24:31,,True
20260528_182842_molingo_success_019_sample_trace,MoLingo,success,hml_orig100_train_020__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",0.8879974410918242,3.4309630393981934,-1.0968470633088145e-05,0.9077317714691162,1.0,0,50176,3,molingo,hml_orig100_train_020__full::molingo,True,False,,the man is standing still like a statue.,stop_go,,train,human_diagnostic_problem_description,2026-05-28T18:24:32,,True
20260528_182842_molingo_success_020_sample_trace,MoLingo,success,hml_orig100_train_021__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",0.8921814767414955,3.6155738830566406,1.1480394277896266e-05,0.5053971409797668,0.30612244897959184,0,50176,3,molingo,hml_orig100_train_021__full::molingo,True,False,,a standing person scratches their head.,stop_go,,train,human_diagnostic_problem_description,2026-05-28T18:24:34,,True
20260528_182842_molingo_success_021_sample_trace,MoLingo,success,hml_orig100_train_022__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",0.8033864277819167,3.0831780433654785,-5.283338759909384e-05,0.621781587600708,0.5714285714285714,0,50176,3,molingo,hml_orig100_train_022__full::molingo,True,False,,robot walking forward slowly and then stopped.,stop_go,,train,human_diagnostic_problem_description,2026-05-28T18:24:35,,True
20260528_182842_molingo_success_022_sample_trace,MoLingo,success,hml_orig100_train_023__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.012332304366911,3.734539031982422,3.817363904090598e-05,0.6453750133514404,0.3877551020408163,0,50176,3,molingo,hml_orig100_train_023__full::molingo,True,False,,a person is walking taking big steps across the floor then suddenly stops.,stop_go,,train,human_diagnostic_problem_description,2026-05-28T18:24:36,,True
20260528_182842_molingo_success_023_sample_trace,MoLingo,success,hml_orig100_train_024__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.21917058132284,5.096920013427734,-7.883223588578403e-05,1.2462646961212158,1.0,0,50176,3,molingo,hml_orig100_train_024__full::molingo,True,False,,"a figure walks in a straight line, turns and sits facing away, then stands and walks away",stop_go,,train,human_diagnostic_problem_description,2026-05-28T18:24:37,,True
20260528_182842_molingo_success_024_sample_trace,MoLingo,success,hml_orig100_train_025__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.211484418097561,5.21588134765625,-0.000252083467785269,1.2384077310562134,1.0,0,50176,3,molingo,hml_orig100_train_025__full::molingo,True,False,,"a person picks something up, walks forward, sets it down, walks back and squats down.",sit_squat_posture,,train,human_diagnostic_problem_description,2026-05-28T18:24:39,,True
20260528_182842_molingo_success_025_sample_trace,MoLingo,success,hml_orig100_train_026__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.1426865230700378,4.61399507522583,-0.00019536289619281888,1.0297738313674927,0.7755102040816326,0,50176,3,molingo,hml_orig100_train_026__full::molingo,True,False,,person take a step back then sits down then getting back up and stepping forward.,sit_squat_posture,,train,human_diagnostic_problem_description,2026-05-28T18:24:40,,True
20260528_182842_molingo_success_026_sample_trace,MoLingo,success,hml_orig100_train_027__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.223407732209734,4.834505558013916,-4.2269235564162955e-05,1.1858570575714111,0.8979591836734694,0,50176,3,molingo,hml_orig100_train_027__full::molingo,True,False,,a person bends and holds their head with their left hand.,sit_squat_posture,,train,human_diagnostic_problem_description,2026-05-28T18:24:41,,True
