state,importance,paper_title,venue,project_link_or_github_link,paper_link,sort,pdf_path
Wait,S,ChordEdit: One-Step Low-Energy Transport for Image Editing,CVPR 2026,,https://arxiv.org/abs/2602.19083,CVPR_2026_full_collect_20260612 | Generative Models / Diffusion / Unified Gen-Understanding | score=173 | reason=forced_oral_final_award,
Wait,B,Enhancing Spatial Understanding in Image Generation via Reward Modeling,CVPR 2026,,https://arxiv.org/abs/2602.24233,CVPR_2026_full_collect_20260612 | Reinforcement Learning | score=63 | reason=top_fill_to_1000_non_motion_core,
Wait,B,Mesh-Pro: Asynchronous Advantage-guided Ranking Preference Optimization for Artist-style Quadrilateral Mesh Generation,CVPR 2026,,https://arxiv.org/abs/2603.00526,CVPR_2026_full_collect_20260612 | Reinforcement Learning | score=63 | reason=top_fill_to_1000_non_motion_core,
Wait,B,VAR RL Done Right: Tackling Asynchronous Policy Conflicts in Visual Autoregressive Generation,CVPR 2026,,https://arxiv.org/abs/2601.02256,CVPR_2026_full_collect_20260612 | Generative Models / Diffusion / Unified Gen-Understanding | score=63 | reason=top_fill_to_1000_non_motion_core,
Wait,B,CrossHOI-Bench: A Unified Benchmark for HOI Evaluation across Vision-Language Models and HOI-Specific Methods,CVPR 2026,,https://arxiv.org/abs/2508.18753,CVPR_2026_full_collect_20260612 | LLM / Vision-Language / Multimodal LMM | score=58 | reason=top_fill_to_1000_non_motion_core,
Wait,B,GenColorBench: A Color Evaluation Benchmark for Text-to-Image Generation,CVPR 2026,,https://openaccess.thecvf.com/content/CVPR2026/html/Butt_GenColorBench_A_Color_Evaluation_Benchmark_for_Text-to-Image_Generation_CVPR_2026_paper.html,CVPR_2026_full_collect_20260612 | Generative Models / Diffusion / Unified Gen-Understanding | score=58 | reason=top_fill_to_1000_non_motion_core,
Wait,B,Inter-Edit: First Benchmark for Interactive Instruction-Based Image Editing,CVPR 2026,,https://openaccess.thecvf.com/content/CVPR2026/html/Liu_Inter-Edit_First_Benchmark_for_Interactive_Instruction-Based_Image_Editing_CVPR_2026_paper.html,CVPR_2026_full_collect_20260612 | LLM / Vision-Language / Multimodal LMM | score=58 | reason=top_fill_to_1000_non_motion_core,
Wait,B,MultiBanana: A Challenging Benchmark for Multi-Reference Text-to-Image Generation,CVPR 2026,,https://arxiv.org/abs/2511.22989,CVPR_2026_full_collect_20260612 | Generative Models / Diffusion / Unified Gen-Understanding | score=58 | reason=top_fill_to_1000_non_motion_core,
Wait,B,Ref4D-VideoBench: Four-Dimensional Reference-Based Evaluation of Text-to-Video Generative Models,CVPR 2026,,https://openaccess.thecvf.com/content/CVPR2026/html/Wei_Ref4D-VideoBench_Four-Dimensional_Reference-Based_Evaluation_of_Text-to-Video_Generative_Models_CVPR_2026_paper.html,CVPR_2026_full_collect_20260612 | Generative Models / Diffusion / Unified Gen-Understanding | score=58 | reason=top_fill_to_1000_non_motion_core,
Wait,B,Scaling Instruction-Based Video Editing with a High-Quality Synthetic Dataset,CVPR 2026,,https://arxiv.org/abs/2510.15742,CVPR_2026_full_collect_20260612 | LLM / Vision-Language / Multimodal LMM | score=58 | reason=top_fill_to_1000_non_motion_core,
Wait,B,SCIEval: Evaluating and Benchmarking the Faithfulness of Scientific Image Generation and Interpretation with Large Multimodal Models,CVPR 2026,,https://openaccess.thecvf.com/content/CVPR2026/html/Ye_SCIEval_Evaluating_and_Benchmarking_the_Faithfulness_of_Scientific_Image_Generation_CVPR_2026_paper.html,CVPR_2026_full_collect_20260612 | LLM / Vision-Language / Multimodal LMM | score=58 | reason=top_fill_to_1000_non_motion_core,
Wait,B,Self-Evaluation Unlocks Any-Step Text-to-Image Generation,CVPR 2026,,https://arxiv.org/abs/2512.22374,CVPR_2026_full_collect_20260612 | Generative Models / Diffusion / Unified Gen-Understanding | score=58 | reason=top_fill_to_1000_non_motion_core,
Wait,B,UNICBench: UNIfied Counting Benchmark for MLLM,CVPR 2026,,https://arxiv.org/abs/2603.00595,CVPR_2026_full_collect_20260612 | LLM / Vision-Language / Multimodal LMM | score=58 | reason=top_fill_to_1000_non_motion_core,
Wait,B,HybridDriveVLA: Vision-Language-Action Model with Visual CoT reasoning and ToT Evaluation for Autonomous Driving,CVPR 2026,,https://openaccess.thecvf.com/content/CVPR2026/html/Bassole_HybridDriveVLA_Vision-Language-Action_Model_with_Visual_CoT_reasoning_and_ToT_Evaluation_CVPR_2026_paper.html,CVPR_2026_full_collect_20260612 | LLM / Vision-Language / Multimodal LMM | score=57 | reason=top_fill_to_1000_non_motion_core,
Wait,B,SpatiaLQA: A Benchmark for Evaluating Spatial Logical Reasoning in Vision-Language Models,CVPR 2026,,https://arxiv.org/abs/2602.20901,CVPR_2026_full_collect_20260612 | LLM / Vision-Language / Multimodal LMM | score=57 | reason=top_fill_to_1000_non_motion_core,
Wait,B,"White-Balance First, Adjust Later: Cross-Camera Color Constancy via Vision-Language Evaluation",CVPR 2026,,https://arxiv.org/abs/2605.19613,CVPR_2026_full_collect_20260612 | LLM / Vision-Language / Multimodal LMM | score=57 | reason=top_fill_to_1000_non_motion_core,
Wait,B,DUET-VLM: Dual stage Unified Efficient Token reduction for VLM Training and Inference,CVPR 2026,,https://arxiv.org/abs/2602.18846,CVPR_2026_full_collect_20260612 | LLM / Vision-Language / Multimodal LMM | score=56 | reason=top_fill_to_1000_non_motion_core,
Wait,B,Erasing Thousands of Concepts: Towards Scalable and Practical Concept Erasure for Text-to-Image Diffusion Models,CVPR 2026,,https://arxiv.org/abs/2604.16481,CVPR_2026_full_collect_20260612 | Generative Models / Diffusion / Unified Gen-Understanding | score=56 | reason=top_fill_to_1000_non_motion_core,
Wait,B,JANUS: A Lightweight Framework for Jailbreaking Text-to-Image Models via Distribution Optimization,CVPR 2026,,https://arxiv.org/abs/2603.21208,CVPR_2026_full_collect_20260612 | LLM / Vision-Language / Multimodal LMM | score=56 | reason=top_fill_to_1000_non_motion_core,
Wait,B,Less is More: Data-Efficient Adaptation for Controllable Text-to-Video Generation,CVPR 2026,,https://arxiv.org/abs/2511.17844,CVPR_2026_full_collect_20260612 | Generative Models / Diffusion / Unified Gen-Understanding | score=56 | reason=top_fill_to_1000_non_motion_core,
Wait,B,M4V: Multimodal Mamba for Efficient Text-to-Video Generation,CVPR 2026,,https://openaccess.thecvf.com/content/CVPR2026/html/Huang_M4V_Multimodal_Mamba_for_Efficient_Text-to-Video_Generation_CVPR_2026_paper.html,CVPR_2026_full_collect_20260612 | Generative Models / Diffusion / Unified Gen-Understanding | score=56 | reason=top_fill_to_1000_non_motion_core,
Wait,B,PureProof: Diffusion-Resistant Black-box Targeted Attack on Large Vision-Language Models,CVPR 2026,,https://openaccess.thecvf.com/content/CVPR2026/html/Cao_PureProof_Diffusion-Resistant_Black-box_Targeted_Attack_on_Large_Vision-Language_Models_CVPR_2026_paper.html,CVPR_2026_full_collect_20260612 | LLM / Vision-Language / Multimodal LMM | score=56 | reason=top_fill_to_1000_non_motion_core,
Wait,B,ReaGEN: Adaptive Generation of Structured Chains-of-Thought for Efficient Multimodal Reasoning,CVPR 2026,,https://openaccess.thecvf.com/content/CVPR2026/html/Tian_ReaGEN_Adaptive_Generation_of_Structured_Chains-of-Thought_for_Efficient_Multimodal_Reasoning_CVPR_2026_paper.html,CVPR_2026_full_collect_20260612 | LLM / Vision-Language / Multimodal LMM | score=56 | reason=top_fill_to_1000_non_motion_core,
Wait,B,StreamDiT: Real-Time Streaming Text-to-Video Generation,CVPR 2026,,https://arxiv.org/abs/2507.03745,CVPR_2026_full_collect_20260612 | Generative Models / Diffusion / Unified Gen-Understanding | score=56 | reason=top_fill_to_1000_non_motion_core,
Wait,B,TINA: Text-Free Inversion Attack for Unlearned Text-to-Image Diffusion Models,CVPR 2026,,https://arxiv.org/abs/2603.17828,CVPR_2026_full_collect_20260612 | Generative Models / Diffusion / Unified Gen-Understanding | score=56 | reason=top_fill_to_1000_non_motion_core,
Wait,B,UNI-OOD: Unified Object- and Image-level Out-of-Distribution Detection via Cross-Context Attentive Vision-Language Modeling,CVPR 2026,,https://openaccess.thecvf.com/content/CVPR2026/html/Li_UNI-OOD_Unified_Object-_and_Image-level_Out-of-Distribution_Detection_via_Cross-Context_Attentive_CVPR_2026_paper.html,CVPR_2026_full_collect_20260612 | LLM / Vision-Language / Multimodal LMM | score=56 | reason=top_fill_to_1000_non_motion_core,
Wait,B,UniCompress: Token Compression for Unified Vision-Language Understanding and Generation,CVPR 2026,,https://arxiv.org/abs/2603.11320,CVPR_2026_full_collect_20260612 | LLM / Vision-Language / Multimodal LMM | score=56 | reason=top_fill_to_1000_non_motion_core,
Wait,B,VisiLock: Authorizing Instruction-based Image editing with Dual Score Distillation,CVPR 2026,,https://openaccess.thecvf.com/content/CVPR2026/html/Le_VisiLock_Authorizing_Instruction-based_Image_editing_with_Dual_Score_Distillation_CVPR_2026_paper.html,CVPR_2026_full_collect_20260612 | LLM / Vision-Language / Multimodal LMM | score=56 | reason=top_fill_to_1000_non_motion_core,
Wait,B,4DP-QA: Scalable QA for 4D Perception in Vision Language Models,CVPR 2026,,https://openaccess.thecvf.com/content/CVPR2026/html/Cho_4DP-QA_Scalable_QA_for_4D_Perception_in_Vision_Language_Models_CVPR_2026_paper.html,CVPR_2026_full_collect_20260612 | LLM / Vision-Language / Multimodal LMM | score=55 | reason=top_fill_to_1000_non_motion_core,
Wait,B,4DWorldBench: A Comprehensive Evaluation Framework for 3D/4D World Generation Models,CVPR 2026,,https://arxiv.org/abs/2511.19836,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=55 | reason=top_fill_to_1000_non_motion_core,
Wait,B,Charge: A Comprehensive Novel View Synthesis Benchmark and Dataset to Bind Them All,CVPR 2026,,https://arxiv.org/abs/2512.13639,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=55 | reason=top_fill_to_1000_non_motion_core,
Wait,B,Efficient Encoder-Free Fourier-based 3D Large Multimodal Model,CVPR 2026,,https://arxiv.org/abs/2602.23153,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=55 | reason=top_fill_to_1000_non_motion_core,
Wait,B,Evo-1: Lightweight Vision-Language-Action Model with Preserved Semantic Alignment,CVPR 2026,,https://arxiv.org/abs/2511.04555,CVPR_2026_full_collect_20260612 | LLM / Vision-Language / Multimodal LMM | score=55 | reason=top_fill_to_1000_non_motion_core,
Wait,B,GGBench: A Geometric Generative Reasoning Benchmark for Unified Multimodal Models,CVPR 2026,,https://arxiv.org/abs/2511.11134,CVPR_2026_full_collect_20260612 | Generative Models / Diffusion / Unified Gen-Understanding | score=55 | reason=top_fill_to_1000_non_motion_core,
Wait,B,Global Prior Meets Local Consistency: Dual-Memory Augmented Vision-Language-Action Model for Efficient Robotic Manipulation,CVPR 2026,,https://arxiv.org/abs/2602.20200,CVPR_2026_full_collect_20260612 | Agentic / Embodied / Planning | score=55 | reason=top_fill_to_1000_non_motion_core,
Wait,B,M3DLayout: A Multi-Source Dataset of 3D Indoor Layouts and Structured Descriptions for 3D Generation,CVPR 2026,,https://arxiv.org/abs/2509.23728,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=55 | reason=top_fill_to_1000_non_motion_core,
Wait,B,NoRD: A Data-Efficient Vision-Language-Action Model that Drives without Reasoning,CVPR 2026,,https://arxiv.org/abs/2602.21172,CVPR_2026_full_collect_20260612 | LLM / Vision-Language / Multimodal LMM | score=55 | reason=top_fill_to_1000_non_motion_core,
Wait,B,PhysGaia: A Physics-aware Benchmark with Multi-Body Interactions for Dynamic Novel View Synthesis,CVPR 2026,,https://arxiv.org/abs/2506.02794,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=55 | reason=top_fill_to_1000_non_motion_core,
Wait,B,Proxy3D: Efficient 3D Representations for Vision-Language Models via Semantic Clustering and Alignment,CVPR 2026,,https://arxiv.org/abs/2605.08064,CVPR_2026_full_collect_20260612 | LLM / Vision-Language / Multimodal LMM | score=55 | reason=top_fill_to_1000_non_motion_core,
Wait,B,Quant Experts: Token-aware Adaptive Error Reconstruction with Mixture of Experts for Large Vision-Language Models Quantization,CVPR 2026,,https://arxiv.org/abs/2602.24059,CVPR_2026_full_collect_20260612 | LLM / Vision-Language / Multimodal LMM | score=55 | reason=top_fill_to_1000_non_motion_core,
Wait,B,QuantVLA: Scale-Calibrated Post-Training Quantization for Vision-Language-Action Models,CVPR 2026,,https://arxiv.org/abs/2602.20309,CVPR_2026_full_collect_20260612 | LLM / Vision-Language / Multimodal LMM | score=55 | reason=top_fill_to_1000_non_motion_core,
Wait,B,The Geometry of Robustness: Optimizing Loss Landscape Curvature and Feature Manifold Alignment for Robust Finetuning of Vision-Language Models,CVPR 2026,,https://arxiv.org/abs/2603.27139,CVPR_2026_full_collect_20260612 | LLM / Vision-Language / Multimodal LMM | score=55 | reason=top_fill_to_1000_non_motion_core,
Wait,B,VLM-Pruner: Buffering for Spatial Sparsity in an Efficient VLM Centrifugal Token Pruning Paradigm,CVPR 2026,,https://arxiv.org/abs/2512.02700,CVPR_2026_full_collect_20260612 | Efficiency / Systems / Compression | score=55 | reason=top_fill_to_1000_non_motion_core,
Wait,B,VOLD: Reasoning Transfer from LLMs to Vision-Language Models via On-Policy Distillation,CVPR 2026,,https://arxiv.org/abs/2510.23497,CVPR_2026_full_collect_20260612 | LLM / Vision-Language / Multimodal LMM | score=55 | reason=top_fill_to_1000_non_motion_core,
Wait,B,A Unified Perspective on Adversarial Membership Manipulation in Vision Models,CVPR 2026,,https://arxiv.org/abs/2604.02780,CVPR_2026_full_collect_20260612 | Generative Models / Diffusion / Unified Gen-Understanding | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,AGiLe: Learning Robust Long-Horizon Manipulation via Affordance-Grounded Bidirectional Latent Planning,CVPR 2026,,https://openaccess.thecvf.com/content/CVPR2026/html/Chen_AGiLe_Learning_Robust_Long-Horizon_Manipulation_via_Affordance-Grounded_Bidirectional_Latent_Planning_CVPR_2026_paper.html,CVPR_2026_full_collect_20260612 | Agentic / Embodied / Planning | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,CoRoGS: Contextual Gaussian Splatting for Robust Large-Deviation View Synthesis,CVPR 2026,,https://openaccess.thecvf.com/content/CVPR2026/html/Ma_CoRoGS_Contextual_Gaussian_Splatting_for_Robust_Large-Deviation_View_Synthesis_CVPR_2026_paper.html,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,Dehallu3D: Hallucination-Mitigated 3D Generation from a Single Image via Cyclic View Consistency Refinement,CVPR 2026,,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_Dehallu3D_Hallucination-Mitigated_3D_Generation_from_a_Single_Image_via_Cyclic_CVPR_2026_paper.html,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,DreamStereo: Towards Real-Time Stereo Inpainting for HD Videos,CVPR 2026,,https://arxiv.org/abs/2604.12270,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,Edge-Focused Super-Resolution for Omnidirectional Images with Spherical Geometric Augmentation,CVPR 2026,,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_Edge-Focused_Super-Resolution_for_Omnidirectional_Images_with_Spherical_Geometric_Augmentation_CVPR_2026_paper.html,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,Endless World: Real-Time 3D-Aware Long Video Generation,CVPR 2026,,https://arxiv.org/abs/2512.12430,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,FACE: A Face-based Autoregressive Representation for High-Fidelity and Efficient Mesh Generation,CVPR 2026,,https://arxiv.org/abs/2603.01515,CVPR_2026_full_collect_20260612 | Generative Models / Diffusion / Unified Gen-Understanding | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,From 2D Alignment to 3D Plausibility: Unifying Heterogeneous 2D Priors and Penetration-Free Diffusion for Occlusion-Robust Two-Hand Reconstruction,CVPR 2026,,https://arxiv.org/abs/2503.17788,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,GauMVC: Generative Decoupled Gaussian Representation for Human-centric Multi-view Video Compression,CVPR 2026,,https://openaccess.thecvf.com/content/CVPR2026/html/Yan_GauMVC_Generative_Decoupled_Gaussian_Representation_for_Human-centric_Multi-view_Video_Compression_CVPR_2026_paper.html,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,GeoDexGrasp: Geometry-aware Generation for Data-efficient and Physics-plausible Dexterous Grasping,CVPR 2026,,https://openaccess.thecvf.com/content/CVPR2026/html/Han_GeoDexGrasp_Geometry-aware_Generation_for_Data-efficient_and_Physics-plausible_Dexterous_Grasping_CVPR_2026_paper.html,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,Good Can Sometimes be Bad: A Unified Attack against 3D Point Cloud Classifier by a Flexible Isotropic Resampling,CVPR 2026,,https://openaccess.thecvf.com/content/CVPR2026/html/Fan_Good_Can_Sometimes_be_Bad_A_Unified_Attack_against_3D_CVPR_2026_paper.html,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,HAD: Hallucination-Aware Diffusion Priors for 3D Reconstruction,CVPR 2026,,https://arxiv.org/abs/2605.16873,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,Joint-Aligned Latent Action: Towards Scalable VLA Pretraining in the Wild,CVPR 2026,,https://arxiv.org/abs/2602.21736,CVPR_2026_full_collect_20260612 | Generative Models / Diffusion / Unified Gen-Understanding | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,LagerNVS: Latent Geometry for Fully Neural Real-time Novel View Synthesis,CVPR 2026,,https://arxiv.org/abs/2603.20176,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,MeshFlow: Efficient Artistic Mesh Generation via MeshVAE and Flow-based Diffusion Transformer,CVPR 2026,,https://openaccess.thecvf.com/content/CVPR2026/html/Li_MeshFlow_Efficient_Artistic_Mesh_Generation_via_MeshVAE_and_Flow-based_Diffusion_CVPR_2026_paper.html,CVPR_2026_full_collect_20260612 | Generative Models / Diffusion / Unified Gen-Understanding | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,MimicTalker: A Multimodal Interactive and Memory-Enhanced Framework for Real-Time Dyadic 3D Head Generation,CVPR 2026,,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_MimicTalker_A_Multimodal_Interactive_and_Memory-Enhanced_Framework_for_Real-Time_Dyadic_CVPR_2026_paper.html,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,"One Token, Two Fates: A Unified Framework via Vision Token Manipulation Against MLLMs Hallucination",CVPR 2026,,https://arxiv.org/abs/2603.10360,CVPR_2026_full_collect_20260612 | Generative Models / Diffusion / Unified Gen-Understanding | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,PQDT: Pseudo-Query Dual Transformer for Robust Point Cloud Restoration,CVPR 2026,,https://openaccess.thecvf.com/content/CVPR2026/html/Wu_PQDT_Pseudo-Query_Dual_Transformer_for_Robust_Point_Cloud_Restoration_CVPR_2026_paper.html,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,Robo-SGG: Exploiting Layout-Oriented Normalization and Restitution Can Improve Robust Scene Graph Generation,CVPR 2026,,https://arxiv.org/abs/2504.12606,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,Seele: A Unified Acceleration Framework for Real-Time Gaussian Splatting on Mobile Devices,CVPR 2026,,https://openaccess.thecvf.com/content/CVPR2026/html/Zhu_Seele_A_Unified_Acceleration_Framework_for_Real-Time_Gaussian_Splatting_on_CVPR_2026_paper.html,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,ShapeR: Robust Conditional 3D Shape Generation from Casual Captures,CVPR 2026,,https://arxiv.org/abs/2601.11514,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,ShiftLUT: Spatial Shift Enhanced Look-Up Tables for Efficient Image Restoration,CVPR 2026,,https://arxiv.org/abs/2603.00906,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,SketchFaceGS: Real-Time Sketch-Driven Face Editing and Generation with Gaussian Splatting,CVPR 2026,,https://arxiv.org/abs/2604.19202,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,SwiftTailor: Efficient 3D Garment Generation with Geometry Image Representation,CVPR 2026,,https://arxiv.org/abs/2603.19053,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,UCMNet: Uncertainty-Aware Context Memory Network for Under-Display Camera Image Restoration,CVPR 2026,,https://arxiv.org/abs/2604.00381,CVPR_2026_full_collect_20260612 | Image Restoration / Computational Imaging | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,VDFE: Difference-Aware 3D Scene Editing with Non-Intrusive Video Diffusion Priors for Multi-View Consistency and Efficiency,CVPR 2026,,https://openaccess.thecvf.com/content/CVPR2026/html/Zhang_VDFE_Difference-Aware_3D_Scene_Editing_with_Non-Intrusive_Video_Diffusion_Priors_CVPR_2026_paper.html,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,ViLearn: Accelerating Training Convergence of Image-to-3D Generation via Visibility Learning,CVPR 2026,,https://openaccess.thecvf.com/content/CVPR2026/html/Chen_ViLearn_Accelerating_Training_Convergence_of_Image-to-3D_Generation_via_Visibility_Learning_CVPR_2026_paper.html,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,"VQRAE: Representation Quantization Autoencoders for Multimodal Understanding, Generation and Reconstruction",CVPR 2026,,https://arxiv.org/abs/2511.23386,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,WildPose: A Unified Framework for Robust Pose Estimation in the Wild,CVPR 2026,,https://arxiv.org/abs/2605.12774,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,WPT: World-to-Policy Transfer via Online World Model Distillation,CVPR 2026,,https://arxiv.org/abs/2511.20095,CVPR_2026_full_collect_20260612 | Generative Models / Diffusion / Unified Gen-Understanding | score=53 | reason=top_fill_to_1000_non_motion_core,
Wait,B,ConsisVLA-4D: Advancing Spatiotemporal Consistency in Efficient 3D-Perception and 4D-Reasoning for Robotic Manipulation,CVPR 2026,,https://arxiv.org/abs/2605.05126,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=52 | reason=top_fill_to_1000_non_motion_core,
Wait,B,PromptDepth: Efficient and Promptable Geometric 3D Vision Model for Embodied Intelligence,CVPR 2026,,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_PromptDepth_Efficient_and_Promptable_Geometric_3D_Vision_Model_for_Embodied_CVPR_2026_paper.html,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=52 | reason=top_fill_to_1000_non_motion_core,
Wait,B,SyncMos: Scalable Motion Synchronisation for Multi-Agent Scene Interaction,CVPR 2026,,https://openaccess.thecvf.com/content/CVPR2026/html/Li_SyncMos_Scalable_Motion_Synchronisation_for_Multi-Agent_Scene_Interaction_CVPR_2026_paper.html,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=52 | reason=top_fill_to_1000_non_motion_core,
Wait,B,TGSFormer: Scalable Temporal Gaussian Splatting for Embodied Semantic Scene Completion,CVPR 2026,,https://arxiv.org/abs/2512.00300,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=52 | reason=top_fill_to_1000_non_motion_core,
Wait,B,Uncertainty-driven 3D Gaussian Splatting Active Mapping via Anisotropic Visibility Field,CVPR 2026,,https://openaccess.thecvf.com/content/CVPR2026/html/Xue_Uncertainty-driven_3D_Gaussian_Splatting_Active_Mapping_via_Anisotropic_Visibility_Field_CVPR_2026_paper.html,CVPR_2026_full_collect_20260612 | 3D Vision / Geometry / Reconstruction | score=52 | reason=top_fill_to_1000_non_motion_core,
Wait,B,$\phi$-DPO: Fairness Direct Preference Optimization Approach to Continual Learning in Large Multimodal Models,CVPR 2026,,https://openaccess.thecvf.com/content/CVPR2026/html/Truong_phi-DPO_Fairness_Direct_Preference_Optimization_Approach_to_Continual_Learning_in_CVPR_2026_paper.html,CVPR_2026_full_collect_20260612 | Reinforcement Learning | score=51 | reason=top_fill_to_1000_non_motion_core,
Wait,B,Stable and Efficient Single-Rollout RL for Multimodal Reasoning,CVPR 2026,,https://arxiv.org/abs/2512.18215,CVPR_2026_full_collect_20260612 | Reinforcement Learning | score=51 | reason=top_fill_to_1000_non_motion_core,
Wait,B,Thinking with Frames: Generative Video Distortion Evaluation via Frame Reward Model,CVPR 2026,,https://arxiv.org/abs/2601.04033,CVPR_2026_full_collect_20260612 | Reinforcement Learning | score=51 | reason=top_fill_to_1000_non_motion_core,
Wait,B,Uncertainty-Aware Exploratory Direct Preference Optimization for Multimodal Large Language Models,CVPR 2026,,https://arxiv.org/abs/2605.04874,CVPR_2026_full_collect_20260612 | Reinforcement Learning | score=51 | reason=top_fill_to_1000_non_motion_core,
Wait,B,MangoBench: A Benchmark for Multi-Agent Goal-Conditioned Offline Reinforcement Learning,CVPR 2026,,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_MangoBench_A_Benchmark_for_Multi-Agent_Goal-Conditioned_Offline_Reinforcement_Learning_CVPR_2026_paper.html,CVPR_2026_full_collect_20260612 | Reinforcement Learning | score=50 | reason=top_fill_to_1000_non_motion_core,
Wait,B,Flash-DMD: Towards High-Fidelity Few-Step Image Generation with Efficient Distillation and Joint Reinforcement Learning,CVPR 2026,,https://arxiv.org/abs/2511.20549,CVPR_2026_full_collect_20260612 | Efficiency / Systems / Compression | score=49 | reason=top_fill_to_1000_non_motion_core,
Wait,B,GT-SVJ: Generative-Transformer-Based Self-Supervised Video Judge For Efficient Video Reward Modeling,CVPR 2026,,https://arxiv.org/abs/2602.05202,CVPR_2026_full_collect_20260612 | Reinforcement Learning | score=49 | reason=top_fill_to_1000_non_motion_core,
Wait,B,OraPO: Oracle-educated Reinforcement Learning for Data-efficient and Factual Radiology Report Generation,CVPR 2026,,https://arxiv.org/abs/2509.18600,CVPR_2026_full_collect_20260612 | Reinforcement Learning | score=49 | reason=top_fill_to_1000_non_motion_core,
