state,importance,paper_title,venue,project_link_or_github_link,paper_link,sort,pdf_path
Downloaded,S,Light-X: Generative 4D Video Rendering with Camera and Illumination Control,ICLR 2026,,https://openreview.net/forum?id=VBew6vESGL,ICLR_2026_3d4d_supplement_20260612 | score=177 | reasons=3d4d_generation;dynamic_4d;explicit_4d;rendering_nvs;visual_spatial_3d | ds_review=keep | candidate_rank=1,obsidian-vault/paperPDFs/ICLR_2026/Light-X_Generative_4D_Video_Rendering_with_Camera_and_Illumination_Control__d4dde8c331aa.pdf
Downloaded,B,SceneTransporter: Optimal Transport-Guided Compositional Latent Diffusion for Single-Image Structured 3D Scene Generation,ICLR 2026,,https://openreview.net/forum?id=xjCkwPhQWq,ICLR_2026_3d4d_supplement_20260612 | score=66 | reasons=3d4d_generation;visual_spatial_3d | ds_review=keep | candidate_rank=94,obsidian-vault/paperPDFs/ICLR_2026/SceneTransporter_Optimal_Transport-Guided_Compositional_Latent_Diffusion_for_Sin__832fbf2b9f56.pdf
Downloaded,B,SpatialHand: Generative Object Manipulation from 3D Prespective,ICLR 2026,,https://openreview.net/forum?id=VpsqfCac2B,ICLR_2026_3d4d_supplement_20260612 | score=66 | reasons=3d4d_generation;visual_spatial_3d | ds_review=keep | candidate_rank=96,obsidian-vault/paperPDFs/ICLR_2026/SpatialHand_Generative_Object_Manipulation_from_3D_Prespective__ec957f118a1e.pdf
Downloaded,B,UrbanGS: Efficient and Scalable Architecture for Geometrically Accurate Large-Scene Reconstruction,ICLR 2026,,https://openreview.net/forum?id=L3utaw6SD9,ICLR_2026_3d4d_supplement_20260612 | score=66 | reasons=reconstruction;visual_spatial_3d | ds_review=keep | candidate_rank=97,obsidian-vault/paperPDFs/ICLR_2026/UrbanGS_Efficient_and_Scalable_Architecture_for_Geometrically_Accurate_Large-Sce__dbeb8df34f9e.pdf
Downloaded,B,WinT3R: Window-Based Streaming Reconstruction with Camera Token Pool,ICLR 2026,,https://openreview.net/forum?id=PjviszIZf1,ICLR_2026_3d4d_supplement_20260612 | score=66 | reasons=reconstruction;visual_spatial_3d | ds_review=keep | candidate_rank=98,obsidian-vault/paperPDFs/ICLR_2026/WinT3R_Window-Based_Streaming_Reconstruction_with_Camera_Token_Pool__5fa1e9c4d8aa.pdf
Downloaded,B,Building spatial world models from sparse transitional episodic memories,ICLR 2026,,https://openreview.net/forum?id=w3w7WVG4ks,ICLR_2026_3d4d_supplement_20260612 | score=64 | reasons=visual_spatial_3d;world_model | ds_review=keep | candidate_rank=100,obsidian-vault/paperPDFs/ICLR_2026/Building_spatial_world_models_from_sparse_transitional_episodic_memories__1e9241541b44.pdf
Downloaded,B,Ctrl-World: A Controllable Generative World Model for Robot Manipulation,ICLR 2026,,https://openreview.net/forum?id=748bHL2BAv,ICLR_2026_3d4d_supplement_20260612 | score=64 | reasons=visual_spatial_3d;world_model | ds_review=keep | candidate_rank=104,obsidian-vault/paperPDFs/ICLR_2026/Ctrl-World_A_Controllable_Generative_World_Model_for_Robot_Manipulation__d904ad23051f.pdf
Downloaded,B,DriveVLA-W0: World Models Amplify Data Scaling Law in Autonomous Driving,ICLR 2026,,https://openreview.net/forum?id=plrGn3RdzN,ICLR_2026_3d4d_supplement_20260612 | score=64 | reasons=visual_spatial_3d;world_model | ds_review=keep | candidate_rank=106,obsidian-vault/paperPDFs/ICLR_2026/DriveVLA-W0_World_Models_Amplify_Data_Scaling_Law_in_Autonomous_Driving__1311ad3bd77a.pdf
Downloaded,B,Rethinking Driving World Model as Synthetic Data Generator for Perception Tasks,ICLR 2026,,https://openreview.net/forum?id=z3cFADf6zZ,ICLR_2026_3d4d_supplement_20260612 | score=64 | reasons=visual_spatial_3d;world_model | ds_review=keep | candidate_rank=118,obsidian-vault/paperPDFs/ICLR_2026/Rethinking_Driving_World_Model_as_Synthetic_Data_Generator_for_Perception_Tasks__e3902bf4ec4f.pdf
Downloaded,B,Loc$^{2}$: Interpretable Cross-View Localization via Depth-Lifted Local Feature Matching,ICLR 2026,,https://openreview.net/forum?id=2ciXKn2UlS,ICLR_2026_3d4d_supplement_20260612 | score=57 | reasons=3d_perception_geometry;visual_spatial_3d | ds_review=keep | candidate_rank=128,obsidian-vault/paperPDFs/ICLR_2026/Loc_2_Interpretable_Cross-View_Localization_via_Depth-Lifted_Local_Feature_Match__da8cf91ad977.pdf
Downloaded,B,OccDriver: Future Occupancy Guided Dual-branch Trajectory Planner in Autonomous Driving,ICLR 2026,,https://openreview.net/forum?id=abJCjkIwi5,ICLR_2026_3d4d_supplement_20260612 | score=57 | reasons=3d_perception_geometry;visual_spatial_3d | ds_review=keep | candidate_rank=129,obsidian-vault/paperPDFs/ICLR_2026/OccDriver_Future_Occupancy_Guided_Dual-branch_Trajectory_Planner_in_Autonomous_D__fbeed04774ba.pdf
Downloaded,B,DiMeR: Disentangled Mesh Reconstruction Model with Normal-only Geometry Training,ICLR 2026,,https://openreview.net/forum?id=fK2pCgoavb,ICLR_2026_3d4d_supplement_20260612 | score=55 | reasons=3d_perception_geometry;reconstruction | ds_review=keep | candidate_rank=133,obsidian-vault/paperPDFs/ICLR_2026/DiMeR_Disentangled_Mesh_Reconstruction_Model_with_Normal-only_Geometry_Training__a5d58f656555.pdf
Downloaded,B,Guaranteed Simply Connected Mesh Reconstruction from an Unorganized Point Cloud,ICLR 2026,,https://openreview.net/forum?id=jjEnTBsffi,ICLR_2026_3d4d_supplement_20260612 | score=55 | reasons=3d_perception_geometry;reconstruction | ds_review=keep | candidate_rank=134,obsidian-vault/paperPDFs/ICLR_2026/Guaranteed_Simply_Connected_Mesh_Reconstruction_from_an_Unorganized_Point_Cloud__5f2be3ee1ede.pdf
Downloaded,B,MAVEN: A Mesh-Aware Volumetric Encoding Network for Simulating 3D Flexible Deformation,ICLR 2026,,https://openreview.net/forum?id=XmULVr15E0,ICLR_2026_3d4d_supplement_20260612 | score=55 | reasons=3d4d_generation;3d_perception_geometry | ds_review=keep | candidate_rank=135,obsidian-vault/paperPDFs/ICLR_2026/MAVEN_A_Mesh-Aware_Volumetric_Encoding_Network_for_Simulating_3D_Flexible_Deform__cdb77aedb5f8.pdf
Downloaded,B,Pose-RFT: Aligning MLLMs for 3D Pose Generation via Hybrid Action Reinforcement Fine-Tuning,ICLR 2026,,https://openreview.net/forum?id=ea1U1MgbdT,ICLR_2026_3d4d_supplement_20260612 | score=55 | reasons=3d4d_generation;3d_perception_geometry | ds_review=keep | candidate_rank=136,obsidian-vault/paperPDFs/ICLR_2026/Pose-RFT_Aligning_MLLMs_for_3D_Pose_Generation_via_Hybrid_Action_Reinforcement_F__91500ba4f27e.pdf
Downloaded,B,Seek-CAD: A Self-refined Generative Modeling for 3D Parametric CAD Using Local Inference via DeepSeek,ICLR 2026,,https://openreview.net/forum?id=PzIc2TxhwN,ICLR_2026_3d4d_supplement_20260612 | score=55 | reasons=3d4d_generation;3d_perception_geometry | ds_review=keep | candidate_rank=137,obsidian-vault/paperPDFs/ICLR_2026/Seek-CAD_A_Self-refined_Generative_Modeling_for_3D_Parametric_CAD_Using_Local_In__3b6e5b4dcc73.pdf
Downloaded,B,InfBaGel: Human-Object-Scene Interaction Generation with Dynamic Perception and Iterative Refinement,ICLR 2026,,https://openreview.net/forum?id=TeyHNq4WlI,ICLR_2026_3d4d_supplement_20260612 | score=52 | reasons=dynamic_4d;visual_spatial_3d | ds_review=keep | candidate_rank=138,obsidian-vault/paperPDFs/ICLR_2026/InfBaGel_Human-Object-Scene_Interaction_Generation_with_Dynamic_Perception_and_I__ff1cfe7d66d2.pdf
Downloaded,B,CLoD-GS: Continuous Level-of-Detail via 3D Gaussian Splatting,ICLR 2026,,https://openreview.net/forum?id=zgs0L72R4c,ICLR_2026_3d4d_supplement_20260612 | score=50 | reasons=3d_gaussian_splatting | ds_review=keep | candidate_rank=141,obsidian-vault/paperPDFs/ICLR_2026/CLoD-GS_Continuous_Level-of-Detail_via_3D_Gaussian_Splatting__36e8ba656c10.pdf
Downloaded,B,Distractor-free Generalizable 3D Gaussian Splatting,ICLR 2026,,https://openreview.net/forum?id=G33Iemmj3Z,ICLR_2026_3d4d_supplement_20260612 | score=50 | reasons=3d_gaussian_splatting | ds_review=keep | candidate_rank=145,obsidian-vault/paperPDFs/ICLR_2026/Distractor-free_Generalizable_3D_Gaussian_Splatting__d5b1fa086266.pdf
Downloaded,B,FastGHA: Generalized Few-Shot 3D Gaussian Head Avatars with Real-Time Animation,ICLR 2026,,https://openreview.net/forum?id=E7VL9Zl1Nc,ICLR_2026_3d4d_supplement_20260612 | score=50 | reasons=3d_gaussian_splatting | ds_review=keep | candidate_rank=146,obsidian-vault/paperPDFs/ICLR_2026/FastGHA_Generalized_Few-Shot_3D_Gaussian_Head_Avatars_with_Real-Time_Animation__b897e4f1e33f.pdf
Downloaded,B,FieryGS: In-the-Wild Fire Synthesis with Physics-Integrated Gaussian Splatting,ICLR 2026,,https://openreview.net/forum?id=ziKFH7whvy,ICLR_2026_3d4d_supplement_20260612 | score=50 | reasons=3d_gaussian_splatting | ds_review=keep | candidate_rank=147,obsidian-vault/paperPDFs/ICLR_2026/FieryGS_In-the-Wild_Fire_Synthesis_with_Physics-Integrated_Gaussian_Splatting__d7901a6ed2cd.pdf
Downloaded,B,Flash-Mono: Feed-Forward Accelerated Gaussian Splatting Monocular SLAM,ICLR 2026,,https://openreview.net/forum?id=nv3q3crc5D,ICLR_2026_3d4d_supplement_20260612 | score=50 | reasons=3d_gaussian_splatting | ds_review=keep | candidate_rank=148,obsidian-vault/paperPDFs/ICLR_2026/Flash-Mono_Feed-Forward_Accelerated_Gaussian_Splatting_Monocular_SLAM__774a8b41cda9.pdf
Downloaded,B,G4Splat: Geometry-Guided Gaussian Splatting with Generative Prior,ICLR 2026,,https://openreview.net/forum?id=kdPmsMVhZf,ICLR_2026_3d4d_supplement_20260612 | score=50 | reasons=3d_gaussian_splatting | ds_review=keep | candidate_rank=149,obsidian-vault/paperPDFs/ICLR_2026/G4Splat_Geometry-Guided_Gaussian_Splatting_with_Generative_Prior__fc38604907dd.pdf
Downloaded,B,Gradient-Direction-Aware Density Control for 3D Gaussian Splatting,ICLR 2026,,https://openreview.net/forum?id=6qDxK4Gz7F,ICLR_2026_3d4d_supplement_20260612 | score=50 | reasons=3d_gaussian_splatting | ds_review=keep | candidate_rank=150,obsidian-vault/paperPDFs/ICLR_2026/Gradient-Direction-Aware_Density_Control_for_3D_Gaussian_Splatting__c387d81038ca.pdf
